emoji,description,aliases/0,aliases/1,aliases/2,1: :aliases/0: | :aliases/1: | :aliases/2:,tags/0,tags/1,tags/2,tags/3,emoticons/0,emoticons/1,emoticons/2,emoticons/3,emoticons/4,emoticons/5,emoticons/6,emoticons/7,emoticons/8,emoticons/9,emoticons/10,emoticons/11,emoticons/12,emoticons/13,emoticons/14,emoticons/15,emoticons/16,emoticons/17,emoticons/18,emoticons/19,emoticons/20,emoticons/21,emoticons/22,emoticons/23,emoticons/24,emoticons/25,emoticons/26,emoticons/27,emoticons/28,emoticons/29,emoticons/30,emoticons/31,emoticons/32,emoticons/33,emoticons/34,emoticons/35
👕,t-shirt,shirt,tshirt,,154: :shirt: | :tshirt: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👔,necktie,necktie,,,155: :necktie: | :: | ::,shirt,formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👚,womans clothes,womans_clothes,,,156: :womans_clothes: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👗,dress,dress,,,157: :dress: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎽,running shirt with sash,running_shirt_with_sash,,,158: :running_shirt_with_sash: | :: | ::,marathon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👖,jeans,jeans,,,159: :jeans: | :: | ::,pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👘,kimono,kimono,,,160: :kimono: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👙,bikini,bikini,,,161: :bikini: | :: | ::,beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💼,briefcase,briefcase,,,162: :briefcase: | :: | ::,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👜,handbag,handbag,,,163: :handbag: | :: | ::,bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👝,pouch,pouch,,,164: :pouch: | :: | ::,bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👛,purse,purse,,,165: :purse: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👓,eyeglasses,eyeglasses,,,166: :eyeglasses: | :: | ::,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎀,ribbon,ribbon,,,167: :ribbon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌂,closed umbrella,closed_umbrella,,,168: :closed_umbrella: | :: | ::,weather,rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💄,lipstick,lipstick,,,169: :lipstick: | :: | ::,makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💛,yellow heart,yellow_heart,,,170: :yellow_heart: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💙,blue heart,blue_heart,,,171: :blue_heart: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💜,purple heart,purple_heart,,,172: :purple_heart: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💚,green heart,green_heart,,,173: :green_heart: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
❤️,heavy black heart,heart,,,174: :heart: | :: | ::,love,,,,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💔,broken heart,broken_heart,,,175: :broken_heart: | :: | ::,,,,,<\3,</3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💗,growing heart,heartpulse,,,176: :heartpulse: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💓,beating heart,heartbeat,,,177: :heartbeat: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💕,two hearts,two_hearts,,,178: :two_hearts: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💖,sparkling heart,sparkling_heart,,,179: :sparkling_heart: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💞,revolving hearts,revolving_hearts,,,180: :revolving_hearts: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💘,heart with arrow,cupid,,,181: :cupid: | :: | ::,love,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💌,love letter,love_letter,,,182: :love_letter: | :: | ::,email,envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💋,kiss mark,kiss,,,183: :kiss: | :: | ::,lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💍,ring,ring,,,184: :ring: | :: | ::,wedding,marriage,engaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💎,gem stone,gem,,,185: :gem: | :: | ::,diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👤,bust in silhouette,bust_in_silhouette,,,186: :bust_in_silhouette: | :: | ::,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👥,busts in silhouette,busts_in_silhouette,,,187: :busts_in_silhouette: | :: | ::,users,group,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💬,speech balloon,speech_balloon,,,188: :speech_balloon: | :: | ::,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👣,footprints,footprints,,,189: :footprints: | :: | ::,feet,tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💭,thought balloon,thought_balloon,,,190: :thought_balloon: | :: | ::,thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐶,dog face,dog,,,191: :dog: | :: | ::,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐺,wolf face,wolf,,,192: :wolf: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐱,cat face,cat,,,193: :cat: | :: | ::,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐭,mouse face,mouse,,,194: :mouse: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐹,hamster face,hamster,,,195: :hamster: | :: | ::,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐰,rabbit face,rabbit,,,196: :rabbit: | :: | ::,bunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐸,frog face,frog,,,197: :frog: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐯,tiger face,tiger,,,198: :tiger: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐨,koala,koala,,,199: :koala: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐻,bear face,bear,,,200: :bear: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐷,pig face,pig,,,201: :pig: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐽,pig nose,pig_nose,,,202: :pig_nose: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐮,cow face,cow,,,203: :cow: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐗,boar,boar,,,204: :boar: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐵,monkey face,monkey_face,,,205: :monkey_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐒,monkey,monkey,,,206: :monkey: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐴,horse face,horse,,,207: :horse: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐑,sheep,sheep,,,208: :sheep: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐘,elephant,elephant,,,209: :elephant: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐼,panda face,panda_face,,,210: :panda_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐧,penguin,penguin,,,211: :penguin: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐦,bird,bird,,,212: :bird: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐤,baby chick,baby_chick,,,213: :baby_chick: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐥,front-facing baby chick,hatched_chick,,,214: :hatched_chick: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐣,hatching chick,hatching_chick,,,215: :hatching_chick: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐔,chicken,chicken,,,216: :chicken: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐍,snake,snake,,,217: :snake: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐢,turtle,turtle,,,218: :turtle: | :: | ::,slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐛,bug,bug,,,219: :bug: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐝,honeybee,bee,honeybee,,220: :bee: | :honeybee: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐜,ant,ant,,,221: :ant: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐞,lady beetle,beetle,,,222: :beetle: | :: | ::,bug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐌,snail,snail,,,223: :snail: | :: | ::,slow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐙,octopus,octopus,,,224: :octopus: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐚,spiral shell,shell,,,225: :shell: | :: | ::,sea,beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐠,tropical fish,tropical_fish,,,226: :tropical_fish: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐟,fish,fish,,,227: :fish: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐬,dolphin,dolphin,flipper,,228: :dolphin: | :flipper: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐳,spouting whale,whale,,,229: :whale: | :: | ::,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐋,whale,whale2,,,230: :whale2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐄,cow,cow2,,,231: :cow2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐏,ram,ram,,,232: :ram: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐀,rat,rat,,,233: :rat: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐃,water buffalo,water_buffalo,,,234: :water_buffalo: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐅,tiger,tiger2,,,235: :tiger2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐇,rabbit,rabbit2,,,236: :rabbit2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐉,dragon,dragon,,,237: :dragon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐎,horse,racehorse,,,238: :racehorse: | :: | ::,speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐐,goat,goat,,,239: :goat: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐓,rooster,rooster,,,240: :rooster: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐕,dog,dog2,,,241: :dog2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐖,pig,pig2,,,242: :pig2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐁,mouse,mouse2,,,243: :mouse2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐂,ox,ox,,,244: :ox: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐲,dragon face,dragon_face,,,245: :dragon_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐡,blowfish,blowfish,,,246: :blowfish: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐊,crocodile,crocodile,,,247: :crocodile: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐫,bactrian camel,camel,,,248: :camel: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐪,dromedary camel,dromedary_camel,,,249: :dromedary_camel: | :: | ::,desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐆,leopard,leopard,,,250: :leopard: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐈,cat,cat2,,,251: :cat2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐩,poodle,poodle,,,252: :poodle: | :: | ::,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🐾,paw prints,feet,paw_prints,,253: :feet: | :paw_prints: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💐,bouquet,bouquet,,,254: :bouquet: | :: | ::,flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌸,cherry blossom,cherry_blossom,,,255: :cherry_blossom: | :: | ::,flower,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌷,tulip,tulip,,,256: :tulip: | :: | ::,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍀,four leaf clover,four_leaf_clover,,,257: :four_leaf_clover: | :: | ::,luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌹,rose,rose,,,258: :rose: | :: | ::,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌻,sunflower,sunflower,,,259: :sunflower: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌺,hibiscus,hibiscus,,,260: :hibiscus: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍁,maple leaf,maple_leaf,,,261: :maple_leaf: | :: | ::,canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍃,leaf fluttering in wind,leaves,,,262: :leaves: | :: | ::,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍂,fallen leaf,fallen_leaf,,,263: :fallen_leaf: | :: | ::,autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌿,herb,herb,,,264: :herb: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌾,ear of rice,ear_of_rice,,,265: :ear_of_rice: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍄,mushroom,mushroom,,,266: :mushroom: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌵,cactus,cactus,,,267: :cactus: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌴,palm tree,palm_tree,,,268: :palm_tree: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌲,evergreen tree,evergreen_tree,,,269: :evergreen_tree: | :: | ::,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌳,deciduous tree,deciduous_tree,,,270: :deciduous_tree: | :: | ::,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌰,chestnut,chestnut,,,271: :chestnut: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌱,seedling,seedling,,,272: :seedling: | :: | ::,plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌼,blossom,blossom,,,273: :blossom: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌐,globe with meridians,globe_with_meridians,,,274: :globe_with_meridians: | :: | ::,world,global,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌞,sun with face,sun_with_face,,,275: :sun_with_face: | :: | ::,summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌝,full moon with face,full_moon_with_face,,,276: :full_moon_with_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌚,new moon with face,new_moon_with_face,,,277: :new_moon_with_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌑,new moon symbol,new_moon,,,278: :new_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌒,waxing crescent moon symbol,waxing_crescent_moon,,,279: :waxing_crescent_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌓,first quarter moon symbol,first_quarter_moon,,,280: :first_quarter_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌔,waxing gibbous moon symbol,moon,waxing_gibbous_moon,,281: :moon: | :waxing_gibbous_moon: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌕,full moon symbol,full_moon,,,282: :full_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌖,waning gibbous moon symbol,waning_gibbous_moon,,,283: :waning_gibbous_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌗,last quarter moon symbol,last_quarter_moon,,,284: :last_quarter_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌘,waning crescent moon symbol,waning_crescent_moon,,,285: :waning_crescent_moon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌜,last quarter moon with face,last_quarter_moon_with_face,,,286: :last_quarter_moon_with_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌛,first quarter moon with face,first_quarter_moon_with_face,,,287: :first_quarter_moon_with_face: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌙,crescent moon,crescent_moon,,,288: :crescent_moon: | :: | ::,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌍,earth globe europe-africa,earth_africa,,,289: :earth_africa: | :: | ::,globe,world,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌎,earth globe americas,earth_americas,,,290: :earth_americas: | :: | ::,globe,world,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌏,earth globe asia-australia,earth_asia,,,291: :earth_asia: | :: | ::,globe,world,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌋,volcano,volcano,,,292: :volcano: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌌,milky way,milky_way,,,293: :milky_way: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌠,shooting star,stars,,,294: :stars: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⭐,white medium star,star,,,295: :star: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
☀️,black sun with rays,sunny,,,296: :sunny: | :: | ::,weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⛅,sun behind cloud,partly_sunny,,,297: :partly_sunny: | :: | ::,weather,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
☁️,cloud,cloud,,,298: :cloud: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⚡,high voltage sign,zap,,,299: :zap: | :: | ::,lightning,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
☔,umbrella with rain drops,umbrella,,,300: :umbrella: | :: | ::,rain,weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
❄️,snowflake,snowflake,,,301: :snowflake: | :: | ::,winter,cold,weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⛄,snowman without snow,snowman,,,302: :snowman: | :: | ::,winter,christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌀,cyclone,cyclone,,,303: :cyclone: | :: | ::,swirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌁,foggy,foggy,,,304: :foggy: | :: | ::,karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌈,rainbow,rainbow,,,305: :rainbow: | :: | ::,pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🌊,water wave,ocean,,,306: :ocean: | :: | ::,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎍,pine decoration,bamboo,,,307: :bamboo: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💝,heart with ribbon,gift_heart,,,308: :gift_heart: | :: | ::,chocolates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎎,japanese dolls,dolls,,,309: :dolls: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎒,school satchel,school_satchel,,,310: :school_satchel: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎓,graduation cap,mortar_board,,,311: :mortar_board: | :: | ::,education,college,university,graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎏,carp streamer,flags,,,312: :flags: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎆,fireworks,fireworks,,,313: :fireworks: | :: | ::,festival,celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎇,firework sparkler,sparkler,,,314: :sparkler: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎐,wind chime,wind_chime,,,315: :wind_chime: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎑,moon viewing ceremony,rice_scene,,,316: :rice_scene: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎃,jack-o-lantern,jack_o_lantern,,,317: :jack_o_lantern: | :: | ::,halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👻,ghost,ghost,,,318: :ghost: | :: | ::,halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎅,father christmas,santa,,,319: :santa: | :: | ::,christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎄,christmas tree,christmas_tree,,,320: :christmas_tree: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎁,wrapped present,gift,,,321: :gift: | :: | ::,present,birthday,christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎋,tanabata tree,tanabata_tree,,,322: :tanabata_tree: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎉,party popper,tada,,,323: :tada: | :: | ::,party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎊,confetti ball,confetti_ball,,,324: :confetti_ball: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎈,balloon,balloon,,,325: :balloon: | :: | ::,party,birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎌,crossed flags,crossed_flags,,,326: :crossed_flags: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔮,crystal ball,crystal_ball,,,327: :crystal_ball: | :: | ::,fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎥,movie camera,movie_camera,,,328: :movie_camera: | :: | ::,film,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📷,camera,camera,,,329: :camera: | :: | ::,photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📹,video camera,video_camera,,,330: :video_camera: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📼,videocassette,vhs,,,331: :vhs: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💿,optical disc,cd,,,332: :cd: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📀,dvd,dvd,,,333: :dvd: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💽,minidisc,minidisc,,,334: :minidisc: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💾,floppy disk,floppy_disk,,,335: :floppy_disk: | :: | ::,save,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💻,personal computer,computer,,,336: :computer: | :: | ::,desktop,screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📱,mobile phone,iphone,,,337: :iphone: | :: | ::,smartphone,mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
☎️,black telephone,phone,telephone,,338: :phone: | :telephone: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📞,telephone receiver,telephone_receiver,,,339: :telephone_receiver: | :: | ::,phone,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📟,pager,pager,,,340: :pager: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
