emoji,description,aliases/0,aliases/1,aliases/2,1: :aliases/0: | :aliases/1: | :aliases/2:,tags/0,tags/1,tags/2,tags/3,emoticons/0,emoticons/1,emoticons/2,emoticons/3,emoticons/4,emoticons/5,emoticons/6,emoticons/7,emoticons/8,emoticons/9,emoticons/10,emoticons/11,emoticons/12,emoticons/13,emoticons/14,emoticons/15,emoticons/16,emoticons/17,emoticons/18,emoticons/19,emoticons/20,emoticons/21,emoticons/22,emoticons/23,emoticons/24,emoticons/25,emoticons/26,emoticons/27,emoticons/28,emoticons/29,emoticons/30,emoticons/31,emoticons/32,emoticons/33,emoticons/34,emoticons/35
📠,fax machine,fax,,,341: :fax: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📡,satellite antenna,satellite,,,342: :satellite: | :: | ::,signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📺,television,tv,,,343: :tv: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📻,radio,radio,,,344: :radio: | :: | ::,podcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔊,speaker with three sound waves,loud_sound,,,345: :loud_sound: | :: | ::,volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔉,speaker with one sound wave,sound,,,346: :sound: | :: | ::,volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔈,speaker,speaker,,,347: :speaker: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔇,speaker with cancellation stroke,mute,,,348: :mute: | :: | ::,sound,volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔔,bell,bell,,,349: :bell: | :: | ::,sound,notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔕,bell with cancellation stroke,no_bell,,,350: :no_bell: | :: | ::,volume,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📢,public address loudspeaker,loudspeaker,,,351: :loudspeaker: | :: | ::,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📣,cheering megaphone,mega,,,352: :mega: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⏳,hourglass with flowing sand,hourglass_flowing_sand,,,353: :hourglass_flowing_sand: | :: | ::,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⌛,hourglass,hourglass,,,354: :hourglass: | :: | ::,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⏰,alarm clock,alarm_clock,,,355: :alarm_clock: | :: | ::,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⌚,watch,watch,,,356: :watch: | :: | ::,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔓,open lock,unlock,,,357: :unlock: | :: | ::,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔒,lock,lock,,,358: :lock: | :: | ::,security,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔏,lock with ink pen,lock_with_ink_pen,,,359: :lock_with_ink_pen: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔐,closed lock with key,closed_lock_with_key,,,360: :closed_lock_with_key: | :: | ::,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔑,key,key,,,361: :key: | :: | ::,lock,password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔎,right-pointing magnifying glass,mag_right,,,362: :mag_right: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💡,electric light bulb,bulb,,,363: :bulb: | :: | ::,idea,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔦,electric torch,flashlight,,,364: :flashlight: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔆,high brightness symbol,high_brightness,,,365: :high_brightness: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔅,low brightness symbol,low_brightness,,,366: :low_brightness: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔌,electric plug,electric_plug,,,367: :electric_plug: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔋,battery,battery,,,368: :battery: | :: | ::,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔍,left-pointing magnifying glass,mag,,,369: :mag: | :: | ::,search,zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🛁,bathtub,bathtub,,,370: :bathtub: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🛀,bath,bath,,,371: :bath: | :: | ::,shower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚿,shower,shower,,,372: :shower: | :: | ::,bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚽,toilet,toilet,,,373: :toilet: | :: | ::,wc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔧,wrench,wrench,,,374: :wrench: | :: | ::,tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔩,nut and bolt,nut_and_bolt,,,375: :nut_and_bolt: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔨,hammer,hammer,,,376: :hammer: | :: | ::,tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚪,door,door,,,377: :door: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚬,smoking symbol,smoking,,,378: :smoking: | :: | ::,cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💣,bomb,bomb,,,379: :bomb: | :: | ::,boom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔫,pistol,gun,,,380: :gun: | :: | ::,shoot,weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔪,hocho,hocho,knife,,381: :hocho: | :knife: | ::,cut,chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💊,pill,pill,,,382: :pill: | :: | ::,health,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💉,syringe,syringe,,,383: :syringe: | :: | ::,health,hospital,needle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💰,money bag,moneybag,,,384: :moneybag: | :: | ::,dollar,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💴,banknote with yen sign,yen,,,385: :yen: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💵,banknote with dollar sign,dollar,,,386: :dollar: | :: | ::,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💷,banknote with pound sign,pound,,,387: :pound: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💶,banknote with euro sign,euro,,,388: :euro: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💳,credit card,credit_card,,,389: :credit_card: | :: | ::,subscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
💸,money with wings,money_with_wings,,,390: :money_with_wings: | :: | ::,dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📲,mobile phone with rightwards arrow at left,calling,,,391: :calling: | :: | ::,call,incoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📧,e-mail symbol,e-mail,,,392: :e-mail: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📥,inbox tray,inbox_tray,,,393: :inbox_tray: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📤,outbox tray,outbox_tray,,,394: :outbox_tray: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✉️,envelope,email,envelope,,395: :email: | :envelope: | ::,letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📩,envelope with downwards arrow above,envelope_with_arrow,,,396: :envelope_with_arrow: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📨,incoming envelope,incoming_envelope,,,397: :incoming_envelope: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📯,postal horn,postal_horn,,,398: :postal_horn: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📫,closed mailbox with raised flag,mailbox,,,399: :mailbox: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📪,closed mailbox with lowered flag,mailbox_closed,,,400: :mailbox_closed: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📬,open mailbox with raised flag,mailbox_with_mail,,,401: :mailbox_with_mail: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📭,open mailbox with lowered flag,mailbox_with_no_mail,,,402: :mailbox_with_no_mail: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📮,postbox,postbox,,,403: :postbox: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📦,package,package,,,404: :package: | :: | ::,shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📝,memo,memo,pencil,,405: :memo: | :pencil: | ::,document,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📄,page facing up,page_facing_up,,,406: :page_facing_up: | :: | ::,document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📃,page with curl,page_with_curl,,,407: :page_with_curl: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📑,bookmark tabs,bookmark_tabs,,,408: :bookmark_tabs: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📊,bar chart,bar_chart,,,409: :bar_chart: | :: | ::,stats,metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📈,chart with upwards trend,chart_with_upwards_trend,,,410: :chart_with_upwards_trend: | :: | ::,graph,metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📉,chart with downwards trend,chart_with_downwards_trend,,,411: :chart_with_downwards_trend: | :: | ::,graph,metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📜,scroll,scroll,,,412: :scroll: | :: | ::,document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📋,clipboard,clipboard,,,413: :clipboard: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📅,calendar,date,,,414: :date: | :: | ::,calendar,schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📆,tear-off calendar,calendar,,,415: :calendar: | :: | ::,schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📇,card index,card_index,,,416: :card_index: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📁,file folder,file_folder,,,417: :file_folder: | :: | ::,directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📂,open file folder,open_file_folder,,,418: :open_file_folder: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✂️,black scissors,scissors,,,419: :scissors: | :: | ::,cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📌,pushpin,pushpin,,,420: :pushpin: | :: | ::,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📎,paperclip,paperclip,,,421: :paperclip: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✒️,black nib,black_nib,,,422: :black_nib: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✏️,pencil,pencil2,,,423: :pencil2: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📏,straight ruler,straight_ruler,,,424: :straight_ruler: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📐,triangular ruler,triangular_ruler,,,425: :triangular_ruler: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📕,closed book,closed_book,,,426: :closed_book: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📗,green book,green_book,,,427: :green_book: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📘,blue book,blue_book,,,428: :blue_book: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📙,orange book,orange_book,,,429: :orange_book: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📓,notebook,notebook,,,430: :notebook: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📔,notebook with decorative cover,notebook_with_decorative_cover,,,431: :notebook_with_decorative_cover: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📒,ledger,ledger,,,432: :ledger: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📚,books,books,,,433: :books: | :: | ::,library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📖,open book,book,open_book,,434: :book: | :open_book: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔖,bookmark,bookmark,,,435: :bookmark: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📛,name badge,name_badge,,,436: :name_badge: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔬,microscope,microscope,,,437: :microscope: | :: | ::,science,laboratory,investigate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🔭,telescope,telescope,,,438: :telescope: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
📰,newspaper,newspaper,,,439: :newspaper: | :: | ::,press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎨,artist palette,art,,,440: :art: | :: | ::,design,paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎬,clapper board,clapper,,,441: :clapper: | :: | ::,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎤,microphone,microphone,,,442: :microphone: | :: | ::,sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎧,headphone,headphones,,,443: :headphones: | :: | ::,music,earphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎼,musical score,musical_score,,,444: :musical_score: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎵,musical note,musical_note,,,445: :musical_note: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎶,multiple musical notes,notes,,,446: :notes: | :: | ::,music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎹,musical keyboard,musical_keyboard,,,447: :musical_keyboard: | :: | ::,piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎻,violin,violin,,,448: :violin: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎺,trumpet,trumpet,,,449: :trumpet: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎷,saxophone,saxophone,,,450: :saxophone: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎸,guitar,guitar,,,451: :guitar: | :: | ::,rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👾,alien monster,space_invader,,,452: :space_invader: | :: | ::,game,retro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎮,video game,video_game,,,453: :video_game: | :: | ::,play,controller,console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🃏,playing card black joker,black_joker,,,454: :black_joker: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎴,flower playing cards,flower_playing_cards,,,455: :flower_playing_cards: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🀄,mahjong tile red dragon,mahjong,,,456: :mahjong: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎲,game die,game_die,,,457: :game_die: | :: | ::,dice,gambling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎯,direct hit,dart,,,458: :dart: | :: | ::,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏈,american football,football,,,459: :football: | :: | ::,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏀,basketball and hoop,basketball,,,460: :basketball: | :: | ::,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⚽,soccer ball,soccer,,,461: :soccer: | :: | ::,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⚾️,baseball,baseball,,,462: :baseball: | :: | ::,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎾,tennis racquet and ball,tennis,,,463: :tennis: | :: | ::,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎱,billiards,8ball,,,464: :8ball: | :: | ::,pool,billiards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏉,rugby football,rugby_football,,,465: :rugby_football: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎳,bowling,bowling,,,466: :bowling: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
⛳,flag in hole,golf,,,467: :golf: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚵,mountain bicyclist,mountain_bicyclist,,,468: :mountain_bicyclist: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🚴,bicyclist,bicyclist,,,469: :bicyclist: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏁,chequered flag,checkered_flag,,,470: :checkered_flag: | :: | ::,milestone,finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏇,horse racing,horse_racing,,,471: :horse_racing: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏆,trophy,trophy,,,472: :trophy: | :: | ::,award,contest,winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎿,ski and ski boot,ski,,,473: :ski: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏂,snowboarder,snowboarder,,,474: :snowboarder: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏊,swimmer,swimmer,,,475: :swimmer: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🏄,surfer,surfer,,,476: :surfer: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎣,fishing pole and fish,fishing_pole_and_fish,,,477: :fishing_pole_and_fish: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
☕,hot beverage,coffee,,,478: :coffee: | :: | ::,cafe,espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍵,teacup without handle,tea,,,479: :tea: | :: | ::,green,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍶,sake bottle and cup,sake,,,480: :sake: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍼,baby bottle,baby_bottle,,,481: :baby_bottle: | :: | ::,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍺,beer mug,beer,,,482: :beer: | :: | ::,drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍻,clinking beer mugs,beers,,,483: :beers: | :: | ::,drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍸,cocktail glass,cocktail,,,484: :cocktail: | :: | ::,drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍹,tropical drink,tropical_drink,,,485: :tropical_drink: | :: | ::,summer,vacation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍷,wine glass,wine_glass,,,486: :wine_glass: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍴,fork and knife,fork_and_knife,,,487: :fork_and_knife: | :: | ::,cutlery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍕,slice of pizza,pizza,,,488: :pizza: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍔,hamburger,hamburger,,,489: :hamburger: | :: | ::,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍟,french fries,fries,,,490: :fries: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍗,poultry leg,poultry_leg,,,491: :poultry_leg: | :: | ::,meat,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍖,meat on bone,meat_on_bone,,,492: :meat_on_bone: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍝,spaghetti,spaghetti,,,493: :spaghetti: | :: | ::,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍛,curry and rice,curry,,,494: :curry: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍤,fried shrimp,fried_shrimp,,,495: :fried_shrimp: | :: | ::,tempura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍱,bento box,bento,,,496: :bento: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍣,sushi,sushi,,,497: :sushi: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍥,fish cake with swirl design,fish_cake,,,498: :fish_cake: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍙,rice ball,rice_ball,,,499: :rice_ball: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍘,rice cracker,rice_cracker,,,500: :rice_cracker: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍚,cooked rice,rice,,,501: :rice: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍜,steaming bowl,ramen,,,502: :ramen: | :: | ::,noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍲,pot of food,stew,,,503: :stew: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍢,oden,oden,,,504: :oden: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍡,dango,dango,,,505: :dango: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍳,cooking,egg,,,506: :egg: | :: | ::,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍞,bread,bread,,,507: :bread: | :: | ::,toast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍩,doughnut,doughnut,,,508: :doughnut: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍮,custard,custard,,,509: :custard: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍦,soft ice cream,icecream,,,510: :icecream: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍨,ice cream,ice_cream,,,511: :ice_cream: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍧,shaved ice,shaved_ice,,,512: :shaved_ice: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🎂,birthday cake,birthday,,,513: :birthday: | :: | ::,party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍰,shortcake,cake,,,514: :cake: | :: | ::,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍪,cookie,cookie,,,515: :cookie: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍫,chocolate bar,chocolate_bar,,,516: :chocolate_bar: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍬,candy,candy,,,517: :candy: | :: | ::,sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍭,lollipop,lollipop,,,518: :lollipop: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍯,honey pot,honey_pot,,,519: :honey_pot: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍎,red apple,apple,,,520: :apple: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍏,green apple,green_apple,,,521: :green_apple: | :: | ::,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍊,tangerine,tangerine,,,522: :tangerine: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍋,lemon,lemon,,,523: :lemon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍒,cherries,cherries,,,524: :cherries: | :: | ::,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍇,grapes,grapes,,,525: :grapes: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍉,watermelon,watermelon,,,526: :watermelon: | :: | ::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🍓,strawberry,strawberry,,,527: :strawberry: | :: | ::,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
